# Instrument-source: 'FullInstrument_v4_elastic_resolution.instr'
# Date: Thu Mar 17 20 26 2022
# Ncount: 1000000
# Numpoints: 141
# Param: simon = 0
# type: multiarray_1d(141)
# title: Scan of simon
# xlabel: 'simon'
# ylabel: 'Intensity'
# xvars: simon
# yvars: (kim_I,kim_ERR) (SlitMonitor_I,SlitMonitor_ERR) (e_monitor_sample_I,e_monitor_sample_ERR) (BackEndMonitor_I,BackEndMonitor_ERR) (psd_tube1_1_1_I,psd_tube1_1_1_ERR) (psd_tube1_1_2_I,psd_tube1_1_2_ERR) (psd_tube1_1_3_I,psd_tube1_1_3_ERR) (psd_tube1_1_4_I,psd_tube1_1_4_ERR) (psd_tube1_1_5_I,psd_tube1_1_5_ERR) (psd_tube1_1_6_I,psd_tube1_1_6_ERR) (psd_tube1_1_7_I,psd_tube1_1_7_ERR) (psd_tube1_2_1_I,psd_tube1_2_1_ERR) (psd_tube1_2_2_I,psd_tube1_2_2_ERR) (psd_tube1_2_3_I,psd_tube1_2_3_ERR) (psd_tube1_2_4_I,psd_tube1_2_4_ERR) (psd_tube1_2_5_I,psd_tube1_2_5_ERR) (psd_tube1_2_6_I,psd_tube1_2_6_ERR)
# xlimits: 0 014
# filename: mccode.dat
# variables: simon kim_I kim_ERR SlitMonitor_I SlitMonitor_ERR e_monitor_sample_I e_monitor_sample_ERR BackEndMonitor_I BackEndMonitor_ERR psd_tube1_1_1_I psd_tube1_1_1_ERR psd_tube1_1_2_I psd_tube1_1_2_ERR psd_tube1_1_3_I psd_tube1_1_3_ERR psd_tube1_1_4_I psd_tube1_1_4_ERR psd_tube1_1_5_I psd_tube1_1_5_ERR psd_tube1_1_6_I psd_tube1_1_6_ERR psd_tube1_1_7_I psd_tube1_1_7_ERR psd_tube1_2_1_I psd_tube1_2_1_ERR psd_tube1_2_2_I psd_tube1_2_2_ERR psd_tube1_2_3_I psd_tube1_2_3_ERR psd_tube1_2_4_I psd_tube1_2_4_ERR psd_tube1_2_5_I psd_tube1_2_5_ERR psd_tube1_2_6_I psd_tube1_2_6_ERR
0 5.04464E+8 961204 9.32899E+6 130372 0 0 87394.7 1188.98 66.5722 47.4968 0 0 53.055 39.3676 28.3435 28.3435 27.7719 31.2713 40.2871 43.4055 68.9464 51.7867 34.753 34.753 0 0 0 0 0 0 0 0 19.7757 19.7757
0.1 5.02735E+8 959309 9.26514E+6 129771 0 0 88253.6 1192.9 0 0 0 0 87.5928 53.1625 40.448 40.448 26.9826 26.9826 19.6148 19.6148 0.00115709 0.000882857 45.4414 43.5328 0 0 0.499607 0.499607 0 0 23.8315 23.8315 29.5475 29.5475
0.2 5.03087E+8 959643 9.45444E+6 131153 0 0 88704.6 1194.74 25.2267 25.2267 15.0383 15.0383 0 0 29.8561 29.8561 40.303 40.303 0 0 58.8816 41.6846 43.5862 40.5525 0 0 27.5737 27.5737 31.689 31.689 40.498 49.4752 19.6281 22.4563
0.3 5.01798E+8 958358 9.44706E+6 131192 0 0 85779.1 1176.31 85.619 51.2114 0.258362 0.302478 76.092 54.3065 29.0388 29.0388 0 0 40.2889 40.2889 0.00000249823 0.00000249823 68.2938 53.3042 123.896 65.5035 57.6297 40.9741 0 0 90.6328 51.4734 0 0
0.4 5.03158E+8 959820 9.23998E+6 129638 0 0 87262.1 1182.39 84.6431 50.9095 14.2454 14.2454 14.7148 18.0219 23.9965 23.9965 45.9147 45.6552 39.0633 39.0633 16.2854 19.9345 21.6923 21.6923 25.0838 25.0838 0 0 33.3121 23.9098 0 0 30.6555 30.6555
0.5 5.0336E+8 959893 9.36994E+6 130464 0 0 87308 1178.4 0 0 17.5125 17.5125 17.1942 15.7845 27.2535 33.3746 54.8583 42.6766 82.2405 58.2616 84.3481 49.756 0 0 52.0696 39.8115 0 0 0 0 134.112 62.368 0 0
0.6 5.05487E+8 962193 9.36028E+6 130481 0 0 86575.5 1176.31 0 0 0 0 82.2411 56.7673 20.8398 25.5234 109.253 61.2962 20.3735 20.3735 12.8637 12.8637 35.2403 35.2403 0 0 82.6841 50.4336 0 0 43.75 53.5826 0.00697645 0.00697645
0.7 5.02889E+8 959481 9.32654E+6 130053 0 0 88856.7 1194 55.8089 39.4656 74.3803 45.3094 0 0 2.16252 2.16252 62.8168 45.1545 74.0872 43.3784 0.552108 0.552108 0 0 29.7243 29.7243 0 0 13.8071 16.6736 28.9141 28.9141 34.3154 34.3154
0.8 5.03811E+8 960648 9.14807E+6 128927 0 0 83709.3 1160.37 29.8547 29.8547 66.0169 48.3387 67.6282 51.6745 0.0000289158 0.0000289158 94.4173 55.311 0.00121804 0.00121804 34.4586 34.4586 37.6831 37.6831 0 0 16.6354 16.6354 0 0 88.8828 54.879 0.0000518928 0.0000635554
0.9 5.02844E+8 959451 9.30791E+6 130474 0 0 88425.5 1193.46 61.8511 43.8273 0 0 18.8337 18.8337 0 0 34.1066 34.1066 101.112 61.948 84.611 53.4507 36.1023 36.1023 33.1135 33.1135 36.8707 36.8707 0 0 17.0004 17.0004 29.7278 36.4077
