# Instrument-source: 'FullInstrument_v5.instr'
# Date: Thu Mar 17 19 01 2022
# Ncount: 1000000
# Numpoints: 141
# Param: simon = 0
# type: multiarray_1d(141)
# title: Scan of simon
# xlabel: 'simon'
# ylabel: 'Intensity'
# xvars: simon
# yvars: (StartOfGuideMonitor_I,StartOfGuideMonitor_ERR) (EndOfInsertPSD_I,EndOfInsertPSD_ERR) (E2PSD_I,E2PSD_ERR) (C1End_I,C1End_ERR) (E3aEnd_I,E3aEnd_ERR) (E3bEnd_I,E3bEnd_ERR) (kim_I,kim_ERR) (SlitMonitor_I,SlitMonitor_ERR) (BackEndMonitor_I,BackEndMonitor_ERR) (psd_tube1_1_1_I,psd_tube1_1_1_ERR) (psd_tube1_1_2_I,psd_tube1_1_2_ERR) (psd_tube1_1_3_I,psd_tube1_1_3_ERR) (psd_tube1_1_4_I,psd_tube1_1_4_ERR) (psd_tube1_1_5_I,psd_tube1_1_5_ERR) (psd_tube1_1_6_I,psd_tube1_1_6_ERR) (psd_tube1_1_7_I,psd_tube1_1_7_ERR) (psd_tube1_2_1_I,psd_tube1_2_1_ERR) (psd_tube1_2_2_I,psd_tube1_2_2_ERR) (psd_tube1_2_3_I,psd_tube1_2_3_ERR) (psd_tube1_2_4_I,psd_tube1_2_4_ERR) (psd_tube1_2_5_I,psd_tube1_2_5_ERR) (psd_tube1_2_6_I,psd_tube1_2_6_ERR)
# xlimits: 0 1.40
# filename: mccode.dat
# variables: simon StartOfGuideMonitor_I StartOfGuideMonitor_ERR EndOfInsertPSD_I EndOfInsertPSD_ERR E2PSD_I E2PSD_ERR C1End_I C1End_ERR E3aEnd_I E3aEnd_ERR E3bEnd_I E3bEnd_ERR kim_I kim_ERR SlitMonitor_I SlitMonitor_ERR BackEndMonitor_I BackEndMonitor_ERR psd_tube1_1_1_I psd_tube1_1_1_ERR psd_tube1_1_2_I psd_tube1_1_2_ERR psd_tube1_1_3_I psd_tube1_1_3_ERR psd_tube1_1_4_I psd_tube1_1_4_ERR psd_tube1_1_5_I psd_tube1_1_5_ERR psd_tube1_1_6_I psd_tube1_1_6_ERR psd_tube1_1_7_I psd_tube1_1_7_ERR psd_tube1_2_1_I psd_tube1_2_1_ERR psd_tube1_2_2_I psd_tube1_2_2_ERR psd_tube1_2_3_I psd_tube1_2_3_ERR psd_tube1_2_4_I psd_tube1_2_4_ERR psd_tube1_2_5_I psd_tube1_2_5_ERR psd_tube1_2_6_I psd_tube1_2_6_ERR
0.00 6.21925E+9 6.22445E+6 2.93733E+9 3.84369E+6 1.57403E+9 2.80311E+6 1.04937E+9 2.26493E+6 1.02342E+9 2.21863E+6 5.6291E+8 1.59496E+6 5.6291E+8 1.59496E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.01 6.21909E+9 6.22429E+6 2.93582E+9 3.84284E+6 1.57312E+9 2.8021E+6 1.05099E+9 2.26614E+6 1.0251E+9 2.21983E+6 5.63566E+8 1.59568E+6 5.63566E+8 1.59568E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.02 6.21906E+9 6.22426E+6 2.93599E+9 3.84313E+6 1.57898E+9 2.80748E+6 1.05606E+9 2.27222E+6 1.03004E+9 2.22593E+6 5.66847E+8 1.60079E+6 5.66847E+8 1.60079E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.03 6.21922E+9 6.22442E+6 2.93782E+9 3.8432E+6 1.57568E+9 2.80316E+6 1.05005E+9 2.26383E+6 1.02403E+9 2.21746E+6 5.63993E+8 1.59579E+6 5.63993E+8 1.59579E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.04 6.21909E+9 6.22429E+6 2.93696E+9 3.84338E+6 1.57531E+9 2.80378E+6 1.04895E+9 2.26359E+6 1.0229E+9 2.21718E+6 5.61964E+8 1.59287E+6 5.61964E+8 1.59287E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.05 6.21931E+9 6.22452E+6 2.9388E+9 3.84534E+6 1.57879E+9 2.8075E+6 1.05273E+9 2.26827E+6 1.02686E+9 2.22229E+6 5.64734E+8 1.59721E+6 5.64734E+8 1.59721E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.06 6.21938E+9 6.22458E+6 2.9369E+9 3.84445E+6 1.57811E+9 2.8073E+6 1.05225E+9 2.26724E+6 1.02652E+9 2.22129E+6 5.66367E+8 1.59907E+6 5.66367E+8 1.59907E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.07 6.2189E+9 6.2241E+6 2.94059E+9 3.84552E+6 1.57861E+9 2.80654E+6 1.05319E+9 2.2683E+6 1.02725E+9 2.22211E+6 5.66974E+8 1.60088E+6 5.66974E+8 1.60088E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.08 6.21949E+9 6.2247E+6 2.94396E+9 3.84934E+6 1.58445E+9 2.81295E+6 1.05657E+9 2.27274E+6 1.03059E+9 2.22648E+6 5.67914E+8 1.60207E+6 5.67914E+8 1.60207E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.09 6.219E+9 6.2242E+6 2.93852E+9 3.84476E+6 1.57782E+9 2.8069E+6 1.0523E+9 2.26812E+6 1.02636E+9 2.22193E+6 5.65824E+8 1.59914E+6 5.65824E+8 1.59914E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.10 6.21933E+9 6.22453E+6 2.94054E+9 3.84646E+6 1.57852E+9 2.80765E+6 1.05351E+9 2.26954E+6 1.02784E+9 2.22383E+6 5.66845E+8 1.60105E+6 5.66845E+8 1.60105E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.11 6.21938E+9 6.22458E+6 2.93996E+9 3.84685E+6 1.58201E+9 2.81075E+6 1.0557E+9 2.27128E+6 1.02966E+9 2.22482E+6 5.66005E+8 1.59921E+6 5.66005E+8 1.59921E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.12 6.21905E+9 6.22425E+6 2.93879E+9 3.84491E+6 1.57744E+9 2.80603E+6 1.05277E+9 2.26805E+6 1.02701E+9 2.22208E+6 5.65644E+8 1.59872E+6 5.65644E+8 1.59872E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.13 6.21953E+9 6.22473E+6 2.93732E+9 3.84358E+6 1.57655E+9 2.80486E+6 1.04906E+9 2.26335E+6 1.02323E+9 2.21732E+6 5.63127E+8 1.5948E+6 5.63127E+8 1.5948E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.14 6.21896E+9 6.22416E+6 2.9374E+9 3.84481E+6 1.5788E+9 2.80701E+6 1.05189E+9 2.26706E+6 1.026E+9 2.22102E+6 5.64521E+8 1.59692E+6 5.64521E+8 1.59692E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.15 6.21949E+9 6.22469E+6 2.93789E+9 3.84523E+6 1.57801E+9 2.80707E+6 1.05013E+9 2.26529E+6 1.02433E+9 2.21937E+6 5.64064E+8 1.59655E+6 5.64064E+8 1.59655E+6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
