# Instrument-source: 'FullInstrument_v4_elastic_resolution.instr'
# Date: Thu Mar 17 20 42 2022
# Ncount: 1000000
# Numpoints: 141
# Param: simon = 0
# type: multiarray_1d(141)
# title: Scan of simon
# xlabel: 'simon'
# ylabel: 'Intensity'
# xvars: simon
# yvars: (kim_I,kim_ERR) (SlitMonitor_I,SlitMonitor_ERR) (e_monitor_sample_I,e_monitor_sample_ERR) (BackEndMonitor_I,BackEndMonitor_ERR) (psd_tube1_1_1_I,psd_tube1_1_1_ERR) (psd_tube1_1_2_I,psd_tube1_1_2_ERR) (psd_tube1_1_3_I,psd_tube1_1_3_ERR) (psd_tube1_1_4_I,psd_tube1_1_4_ERR) (psd_tube1_1_5_I,psd_tube1_1_5_ERR) (psd_tube1_1_6_I,psd_tube1_1_6_ERR) (psd_tube1_1_7_I,psd_tube1_1_7_ERR) (psd_tube1_2_1_I,psd_tube1_2_1_ERR) (psd_tube1_2_2_I,psd_tube1_2_2_ERR) (psd_tube1_2_3_I,psd_tube1_2_3_ERR) (psd_tube1_2_4_I,psd_tube1_2_4_ERR) (psd_tube1_2_5_I,psd_tube1_2_5_ERR) (psd_tube1_2_6_I,psd_tube1_2_6_ERR)
# xlimits: 0 0.14
# filename: mccode.dat
# variables: simon kim_I kim_ERR SlitMonitor_I SlitMonitor_ERR e_monitor_sample_I e_monitor_sample_ERR BackEndMonitor_I BackEndMonitor_ERR psd_tube1_1_1_I psd_tube1_1_1_ERR psd_tube1_1_2_I psd_tube1_1_2_ERR psd_tube1_1_3_I psd_tube1_1_3_ERR psd_tube1_1_4_I psd_tube1_1_4_ERR psd_tube1_1_5_I psd_tube1_1_5_ERR psd_tube1_1_6_I psd_tube1_1_6_ERR psd_tube1_1_7_I psd_tube1_1_7_ERR psd_tube1_2_1_I psd_tube1_2_1_ERR psd_tube1_2_2_I psd_tube1_2_2_ERR psd_tube1_2_3_I psd_tube1_2_3_ERR psd_tube1_2_4_I psd_tube1_2_4_ERR psd_tube1_2_5_I psd_tube1_2_5_ERR psd_tube1_2_6_I psd_tube1_2_6_ERR
0.00 5.03069E+8 959569 9.47231E+6 131262 0 0 88338.5 1193.12 0 0 43.1891 32.994 99.7702 58.3327 27.3784 27.3784 0 0 41.3335 41.3335 33.7941 33.7941 61.1192 43.2949 0 0 0 0 45.1203 44.2152 26.957 26.957 40.6042 40.6042
0.001 5.04207E+8 961153 9.42535E+6 130891 0 0 90022.8 1206.08 37.8935 37.8935 50.1005 38.1228 0 0 0 0 31.1602 22.5967 59.6194 39.4623 0 0 73.895 52.2536 0 0 61.9971 48.785 30.4825 37.3327 106.436 62.4186 11.7557 11.7557
0.002 5.04688E+8 961579 9.22253E+6 129518 0 0 86145.9 1175.9 40.5408 49.6424 22.2976 22.2976 28.8193 28.8193 0.167014 0.167014 25.5825 25.5825 19.5086 23.893 25.0952 25.0952 64.4345 48.4029 0 0 0 0 0 0 35.7693 35.7693 27.7294 31.3567
0.003 5.0301E+8 959534 9.64399E+6 132453 0 0 91201.1 1212.56 1.91312E-7 1.91312E-7 94.0319 56.1733 32.4447 39.7364 28.097 28.097 15.3642 15.3642 63.5941 45.0129 44.9505 32.9789 30.1886 30.1886 26.1845 26.1845 82.2021 48.3753 0 0 31.2596 26.1469 66.5577 40.6747
0.004 5.03542E+8 960098 9.37026E+6 130691 0 0 87865.7 1192.24 0 0 71.1869 41.8487 0 0 0 0 26.127 26.127 0 0 33.2751 33.2751 0 0 61.9575 52.1793 41.9636 30.2416 25.6872 25.6872 0 0 0 0
0.005 5.02641E+8 959344 9.25452E+6 129693 0 0 86945.7 1179.37 34.274 34.274 0 0 3.95885 3.95885 0 0 125.771 58.5658 28.8061 28.8061 0 0 25.4741 25.4741 39.7395 33.7427 0 0 0 0 58.5709 37.8858 23.784 23.784
0.006 5.04226E+8 961026 9.28269E+6 129972 0 0 85967.8 1174.21 0 0 21.6034 21.6034 0 0 7.50317 7.50317 59.3058 42.0264 93.6941 50.4336 0 0 26.9703 26.9703 0 0 12.5402 12.5402 35.512 43.4931 68.5298 48.7247 107.197 65.4195
0.007 5.03539E+8 959800 9.48378E+6 131510 0 0 89423.2 1196.12 63.6367 45.1413 0 0 51.125 37.6365 0 0 0 0 45.0642 32.0119 25.3863 25.3863 111.666 59.6088 56.2714 43.2849 0 0 0 0 26.1721 32.0537 43.9993 44.0786
0.008 5.04396E+8 961053 9.52732E+6 131782 0 0 91295 1214.62 0.000741752 0.000866961 48.5111 36.3002 62.4148 46.7539 0 0 101.29 59.2429 0 0 58.4722 41.3495 25.259 25.259 17.0391 17.0391 16.4392 20.1338 0 0 38.8431 38.8431 41.7609 38.0458
0.009 5.04252E+8 960773 9.22629E+6 129427 0 0 87800.5 1186.49 0 0 40.2125 40.2125 26.2193 26.2193 0 0 0 0 0.270147 0.270147 0.000198049 0.000198049 0 0 0 0 0 0 25.3543 25.3543 52.9992 40.4801 13.4541 15.2798
